ele,label,lat,lon,ontology,type,typeDetail,id
,Copenhagen,55.6759,12.5655,http://sws.geonames.org/,"city, village,...",capital of a political entity,6408
,saint petersburg,59.9333,30.3333,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.ru_federal_city', 'http://rdf.freebase.com/ns/location.statistical_region', 'http://rdf.freebase.com/ns/protected_sites.listed_site']",,6412
,Puerto Jiménez,8.53333,-83.3167,http://sws.geonames.org/,"city, village,...",populated place,6425
,almagro ciudad real,38.8833,-3.7167,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6433
,Jaffna,9.66667,80.0,http://dbpedia.org/,"['http://schema.org/City', 'http://umbel.org/umbel/rc/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6437
,Jamaica,40.6915,-73.8057,http://sws.geonames.org/,"city, village,...",populated place,6438
,mosul,36.3414,43.1292,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6444
,Algiers,36.7,3.21667,http://dbpedia.org/,"['http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6448
,skaneateles new york,42.9469,-76.4294,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6450
,Rockland,44.1037,-69.1089,http://sws.geonames.org/,"city, village,...","['seat of a second-order administrative division', 'populated place']",6456
,marja afghanistan,31.516667,64.116667,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6467
,"Niagara Falls, New York",,,http://dbpedia.org/,"['http://umbel.org/umbel/rc/City', 'http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6469
,Petra,30.3167,35.4833,http://sws.geonames.org/,"city, village,...",populated place,6478
,Puerto Morelos,20.8417,-86.8824,http://sws.geonames.org/,"city, village,...",populated place,6480
,"Bridgehampton, New York",,,http://dbpedia.org/,"['http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6485
273.0,lugano,46.0046,8.95351,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6488
,Hermanus,-34.4167,19.2333,http://sws.geonames.org/,"city, village,...","['populated place', 'seat of a third-order administrative division']",6493
,Perth (Australia),-31.9333,115.833,http://data.nytimes.com/,,,6498
,Ljubljana,46.0556,14.5083,http://dbpedia.org/,"['http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6500
,Santiago de Compostela,42.8804,-8.5463,http://dbpedia.org/,"['http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6504
,Park City,40.6461,-111.498,http://sws.geonames.org/,"city, village,...",populated place,6507
,chachapoyas,-6.2167,-77.85,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6511
,san cristobal de las casas,16.75,-92.63,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6517
,Mustique,12.8667,-61.1833,http://dbpedia.org/,"['http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6530
,Lucerne (Switzerland),47.0505,8.30635,http://data.nytimes.com/,,,6538
,Lucerne,47.05,8.3,http://dbpedia.org/,"['http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6539
,L'Aquila,42.35,13.4,http://dbpedia.org/,,,6540
,Vladivostok (Russia),43.1056,131.874,http://data.nytimes.com/,,,6545
,Luanda,-8.83833,13.2344,http://dbpedia.org/,"['http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6550
,Addis Ababa,9.03,38.74,http://dbpedia.org/,"['http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6551
,amsterdam,52.37,4.89,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.place_with_neighborhoods', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6553
,Barcelona,41.3888,2.15899,http://sws.geonames.org/,"city, village,...",,6560
,Lisbon,38.7167,-9.13333,http://sws.geonames.org/,"city, village,...",capital of a political entity,6564
,Olinda,-8.0,-34.8833,http://dbpedia.org/,"['http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6573
,Guilin,25.2819,110.286,http://sws.geonames.org/,"city, village,...",seat of a second-order administrative division,6585
,"Saint Michaels, Maryland",,,http://dbpedia.org/,"['http://umbel.org/umbel/rc/Town', 'http://dbpedia.org/ontology/Town', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6590
,Regensburg,49.015,12.0956,http://sws.geonames.org/,"city, village,...","['seat of a second-order administrative division', 'populated place']",6599
,"Queenstown, New Zealand",,,http://dbpedia.org/,"['http://dbpedia.org/ontology/Town', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6607
,taormina,37.85,15.2833,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6619
,Lake Placid (NY),44.2795,-73.9799,http://data.nytimes.com/,,,6622
,Colmar,48.0833,7.36667,http://sws.geonames.org/,"city, village,...",seat of a second-order administrative division,6626
,Millbrook,41.7851,-73.694,http://sws.geonames.org/,"city, village,...",populated place,6630
,pawling,41.5619,-73.6031,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6641
,Essaouira (Morocco),31.51,-9.76,http://data.nytimes.com/,,,6642
,Mystic,41.3543,-71.9665,http://sws.geonames.org/,"city, village,...",populated place,6645
,venice,45.4333,12.3167,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/amusement_parks.ride_theme', 'http://rdf.freebase.com/ns/location.statistical_region', 'http://rdf.freebase.com/ns/protected_sites.listed_site', 'http://rdf.freebase.com/ns/location.it_comune']",,6655
,Ronda,36.7423,-5.16709,http://sws.geonames.org/,"city, village,...","['populated place', 'seat of a third-order administrative division']",6663
,xian,34.2683,108.942,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.cn_prefecture_level_city', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6675
,Stellenbosch,-33.9333,18.85,http://sws.geonames.org/,"city, village,...","['populated place', 'seat of a third-order administrative division']",6680
,Geneva,46.2022,6.14569,http://sws.geonames.org/,"city, village,...",,6681
,Bradford,53.8,-1.75206,http://dbpedia.org/,"['http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6688
,"Sausalito, California",,,http://dbpedia.org/,"['http://umbel.org/umbel/rc/City', 'http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6691
,ogunquit,43.2489,-70.5997,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6698
,Hanover,52.3667,9.71667,http://dbpedia.org/,"['http://schema.org/City', 'http://umbel.org/umbel/rc/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6699
,Honfleur,49.4199,0.232944,http://sws.geonames.org/,"city, village,...",populated place,6702
,Lancaster,40.0379,-76.3055,http://sws.geonames.org/,"city, village,...","['seat of a second-order administrative division', 'populated place']",6709
,manaus,-3.12917,-60.0214,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.place_with_neighborhoods', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6712
,Nice,43.7034,7.26627,http://dbpedia.org/,"['http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6730
,Dingle,52.1408,-10.2689,http://sws.geonames.org/,"city, village,...",populated place,6732
,Newport,41.4901,-71.3128,http://sws.geonames.org/,"city, village,...",populated place,6735
,"Cuenca, Ecuador",,,http://dbpedia.org/,"['http://umbel.org/umbel/rc/City', 'http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6741
,Beirut,33.8869,35.5131,http://dbpedia.org/,"['http://dbpedia.org/ontology/Place', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6748
,"Kiawah Island, South Carolina",,,http://dbpedia.org/,"['http://umbel.org/umbel/rc/Town', 'http://dbpedia.org/ontology/Town', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6751
,kuala lumpur,3.15972,101.7,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.my_federal_territory', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6754
,tel aviv,32.0833,34.8,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.place_with_neighborhoods', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region', 'http://rdf.freebase.com/ns/protected_sites.listed_site']",,6766
,Plainsboro,40.3334,-74.6004,http://sws.geonames.org/,"city, village,...",populated place,6768
